order,date,name,total
1327,2022-04-30,GRANDPAS MIX,20
1327,2022-04-30,TABBOULEH,8
1327,2022-04-30,TEA,3
1327,2022-04-30,WATER,3
1328,2022-04-30,BATATA HARRA,8
1328,2022-04-30,FATTOUSH,8
1328,2022-04-30,HOT TEA,3
1328,2022-04-30,HUMMUS,7
1328,2022-04-30,MOUSSAKA,7
1328,2022-04-30,RIBS,18
1328,2022-04-30,TEA,3
1328,2022-04-30,TEA,3
1328,2022-04-30,VEGETARIEN MIX,11
1328,2022-04-30,WATER,3
1329,2022-04-30,BATATA HARRA,8
1329,2022-04-30,FATTOUSH,8
1329,2022-04-30,GRILL MIX,16
1329,2022-04-30,HUMMUS,7
1329,2022-04-30,MARIA,14
1329,2022-04-30,SHORBAT ADAS,5
1329,2022-04-30,SOFT,3
1329,2022-04-30,TEA,3
1329,2022-04-30,TEA,3
1330,2022-04-30,GRILL MIX,16
1330,2022-04-30,SCAMPIS A LAIL,16
1330,2022-04-30,SOFT,3
1330,2022-04-30,TEA,3
1330,2022-04-30,VEGETARIEN MIX,11
1331,2022-04-30,CHICKEN SHAWARMA,10
1331,2022-04-30,KEFTA,14
1331,2022-04-30,TEA,3
1331,2022-04-30,TEA,3
1332,2022-04-30,KNEFE NABULSIEH,6
1332,2022-04-30,KNEFE NABULSIEH,6
1332,2022-04-30,KNEFE NABULSIEH,6
1332,2022-04-30,KNEFE NABULSIEH,6
1333,2022-04-30,CHICKEN SHAWARMA,12
1333,2022-04-30,GRILL MIX,16
1333,2022-04-30,GRILL MIX,16
1333,2022-04-30,HUMMUS,10
1333,2022-04-30,TABBOULEH,8
1333,2022-04-30,WARAK ENAB,9
1334,2022-04-30,GRANDPAS MIX,20
1334,2022-04-30,SOFT,3
1334,2022-04-30,VEGETARIEN MIX,11
1334,2022-04-30,WATER,3
1335,2022-04-30,CHICKEN SHAWARMA,12
1335,2022-04-30,KEFTA,14
1335,2022-04-30,SOFT,3
1335,2022-04-30,TEA,3
1336,2022-05-01,ARABIC COFFEE POT,7
1336,2022-05-01,BAKLAVA,3
1336,2022-05-01,BATATA HARRA,8
1336,2022-05-01,HUMMUS,7
1336,2022-05-01,KNEFE NABULSIEH,6
1336,2022-05-01,MAKANEK,10
1336,2022-05-01,SHORBAT ADAS,5
1336,2022-05-01,SOJOK,10
1336,2022-05-01,TEA,3
1336,2022-05-01,TEA,3
1337,2022-05-01,ARABIC COFFEE,5
1337,2022-05-01,BATATA HARRA,8
1337,2022-05-01,FRIED KEBBE,2
1337,2022-05-01,FRIED KEBBE,2
1337,2022-05-01,FRIED KEBBE,2
1337,2022-05-01,PROMO,-1
1337,2022-05-01,PROMO,-2
1337,2022-05-01,PROMO,-1
1337,2022-05-01,SHORBAT ADAS,5
1339,2022-05-01,CHEESE ROLLS,2
1339,2022-05-01,CHEESE ROLLS,2
1339,2022-05-01,FRIED KEBBE,2
1339,2022-05-01,FRIED KEBBE,2
1339,2022-05-01,KAPSA,12
1339,2022-05-01,KAPSA,12
1339,2022-05-01,KEFTA,14
1339,2022-05-01,SHORBAT ADAS,5
1339,2022-05-01,SHORBAT ADAS,5
1339,2022-05-01,SOFT,3
1339,2022-05-01,SOFT,3
1339,2022-05-01,TABBOULEH,8
1339,2022-05-01,VEGETARIEN MIX,11
1340,2022-05-01,MLOUKHIEH,14
1340,2022-05-01,SHORBAT ADAS,5
1340,2022-05-01,SOFT,3
1340,2022-05-01,SOFT,3
1341,2022-05-01,GRILL MIX,16
1341,2022-05-01,GRILL MIX,16
1341,2022-05-01,HUMMUS,7
1341,2022-05-01,SHORBAT ADAS,5
1341,2022-05-01,SOFT,3
1341,2022-05-01,SOFT,3
1342,2022-05-01,BATATA HARRA,8
1342,2022-05-01,CHICKEN TAWOUK,7
1342,2022-05-01,KEFTA,7
1344,2022-05-01,HUMMUS,7
1344,2022-05-01,KEFTA,14
1344,2022-05-01,WATER,3
1345,2022-05-01,CHICKEN SHAWARMA,12
1345,2022-05-01,CHICKEN SHAWARMA,12
1345,2022-05-01,ICE TEA,3
1345,2022-05-01,SOFT,3
1346,2022-05-01,GRILL MIX,16
1348,2022-05-02,COFFEE,3
1348,2022-05-02,COFFEE,3
1348,2022-05-02,COFFEE,3
1348,2022-05-02,COFFEE,3
1348,2022-05-02,SOFT,3
1348,2022-05-02,SOFT,3
1348,2022-05-02,TEA,3
1348,2022-05-02,TEA,3
1349,2022-05-02,GRILL MIX,16
1349,2022-05-02,SOFT,3
1349,2022-05-02,SOFT,3
1350,2022-05-02,CHICKEN SHAWARMA,7
1350,2022-05-02,CHICKEN SHAWARMA,7
1350,2022-05-02,KEFTA,7
1351,2022-05-02,COFFEE,3
1351,2022-05-02,GAMBAS,20
1351,2022-05-02,HUMMUS,7
1351,2022-05-02,MOUSSAKA,7
1351,2022-05-02,SHORBAT ADAS,5
1352,2022-05-02,ARABIC COFFEE,5
1352,2022-05-02,HOT TEA,3
1352,2022-05-02,KEBBE BI LABAN,14
1352,2022-05-02,KEFTA,14
1352,2022-05-02,KEFTA,14
1352,2022-05-02,KNEFE NABULSIEH,6
1352,2022-05-02,KNEFE NABULSIEH,6
1352,2022-05-02,MLOUKHIEH,14
1352,2022-05-02,SOFT,3
1352,2022-05-02,SOJOK,10
1352,2022-05-02,WARAK ENAB,9
1352,2022-05-02,WATER,3
1353,2022-05-02,CHICKEN TAWOUK,14
1353,2022-05-02,SOFT,3
1353,2022-05-02,SOFT,3
1353,2022-05-02,SYRIAN SHAWARMA,7
1354,2022-05-02,GRILLED KEBBE,10
1355,2022-05-02,CHICKEN SHAWARMA,10
1355,2022-05-02,FRIED KEBBE,2
1355,2022-05-02,MUTABBAI,7
1355,2022-05-02,SOFT,3
1355,2022-05-02,TABBOULEH,8
1356,2022-05-02,KABSA,14
1356,2022-05-02,KNEFE NABULSIEH,6
1356,2022-05-02,SOJOK,10
1356,2022-05-02,TEA,3
1356,2022-05-02,TEA,3
